#N: 50000
#D0: 0.600000000000
#Df: 0.800000000000
#g0: 0.000114044380
#gf: 0.000124207111
#Elapsed time: 10.7186 seconds
0,0.653467
0.01,0.653631
0.0325466,0.655185
0.0609019,0.659299
0.0928952,0.666288
0.128923,0.676046
0.162517,0.685766
0.191958,0.693994
0.221399,0.701501
0.25084,0.708119
0.282156,0.714265
0.31694,0.720357
0.343339,0.72477
0.369738,0.729225
0.398181,0.734224
0.428913,0.739914
0.462086,0.746305
0.493833,0.752466
0.519813,0.757384
0.545792,0.76209
0.572831,0.766709
0.60114,0.771248
0.630764,0.775745
0.657829,0.779727
0.684893,0.783681
0.711958,0.787674
0.740348,0.791927
0.76989,0.796397
0.800523,0.800995
0.826891,0.804839
0.85326,0.808511
0.879628,0.811969
0.90692,0.815313
0.934212,0.818443
0.962997,0.821565
0.991782,0.82457
1.02057,0.827515
1.04935,0.830425
1.07814,0.83329
1.10692,0.836066
1.13571,0.838694
1.16449,0.841114
1.19327,0.843287
1.22206,0.845204
1.25084,0.846885
1.27963,0.848374
1.30841,0.849719
1.3372,0.850963
1.36598,0.852122
1.39477,0.853188
1.42355,0.854131
1.45234,0.854908
1.48112,0.85548
1.50991,0.85582
1.53869,0.855929
1.56748,0.855828
1.59626,0.855553
1.62505,0.855147
1.65383,0.854642
1.68262,0.854054
1.7114,0.853378
1.74019,0.852592
1.76897,0.851665
1.79775,0.850571
1.82654,0.849295
1.85532,0.847842
1.88411,0.846235
1.91289,0.844507
1.94168,0.842695
1.97046,0.840828
1.99925,0.838919
2.02803,0.836965
2.05682,0.83495
2.0856,0.832852
2.11439,0.83065
2.14317,0.828338
2.17196,0.825924
2.20074,0.823429
2.22953,0.820885
2.25831,0.818322
2.2871,0.815766
2.31588,0.813228
2.34466,0.810703
2.37345,0.808179
2.40223,0.805637
2.43102,0.803062
2.4598,0.80045
2.48859,0.79781
2.51737,0.795161
2.54616,0.79253
2.57494,0.789944
2.60373,0.787422
2.63251,0.784971
2.6613,0.782588
2.69008,0.780259
2.71887,0.777967
2.74765,0.775699
2.77644,0.773452
2.80522,0.771234
2.83401,0.769062
2.86279,0.766958
2.89157,0.764944
2.92036,0.763034
2.94914,0.761233
2.97793,0.759533
3.00671,0.757921
3.0355,0.756381
3.06428,0.754901
3.09307,0.753477
3.12185,0.752116
3.15064,0.750833
3.17942,0.749644
3.20821,0.748568
3.23699,0.747615
3.26578,0.746784
3.29456,0.746069
3.32335,0.745453
3.35213,0.744922
3.38092,0.744465
3.4097,0.744076
3.43848,0.743761
3.46727,0.743532
3.49605,0.743403
3.52484,0.743388
3.55362,0.743493
3.58241,0.743716
3.61119,0.744047
3.63998,0.74447
3.66876,0.744971
3.69755,0.745538
3.72633,0.746166
3.75512,0.74686
3.7839,0.747628
3.81269,0.748484
3.84147,0.749435
3.87026,0.750486
3.89904,0.751633
3.92783,0.752864
3.95661,0.754164
3.98539,0.755517
4.01418,0.756913
4.04296,0.758346
4.07175,0.759819
4.10053,0.761341
4.12932,0.76292
4.1581,0.764564
4.18689,0.766273
4.21567,0.768042
4.24446,0.769858
4.27324,0.771706
4.30203,0.77357
4.33081,0.775441
4.3596,0.777314
4.38838,0.77919
4.41717,0.781077
4.44595,0.782982
4.47474,0.784909
4.50352,0.786859
4.53231,0.788825
4.56109,0.790793
4.58987,0.792749
4.61866,0.794679
4.64744,0.796573
4.67623,0.798427
4.70501,0.800245
4.7338,0.802031
4.76258,0.803793
4.79137,0.805534
4.82015,0.807254
4.84894,0.808945
4.87772,0.810596
4.90651,0.812193
4.93529,0.813724
4.96408,0.815181
4.99286,0.816561
5.02165,0.817869
5.05043,0.819111
5.07922,0.820294
5.108,0.821422
5.13678,0.822494
5.16557,0.823506
5.19435,0.824445
5.22314,0.825302
5.25192,0.826067
5.28071,0.826734
5.30949,0.827304
5.33828,0.827782
5.36706,0.828177
5.39585,0.828496
5.42463,0.828745
5.45342,0.828924
5.4822,0.82903
5.51099,0.829054
5.53977,0.828988
5.56856,0.828826
5.59734,0.828566
5.62613,0.82821
5.65491,0.827766
